ch1,ch2,ch3,ch4,ch5,ch6,ch7
6.660999406695295999e-01,1.012735189525507638e-02,2.738312213219668174e-03,5.941540711109723552e-03,6.327853361112279439e-03,3.026202681804023367e-03,5.425811460710938151e-03
6.664831985811232595e-01,6.891787873719678117e-03,5.141273753794878970e-03,9.803698635542229534e-03,1.084931324116149287e-02,7.354319972314830867e-03,7.943511956156725298e-03
6.663806040740734016e-01,6.898195373796865183e-03,9.275601419878175269e-03,6.216914202799106101e-03,1.272782835100034994e-03,3.393888878093823634e-03,4.430562785930965142e-03
6.668207844282132424e-01,6.816313483275590612e-03,8.887351618689491931e-03,1.415610482169447036e-03,4.057661182601592434e-03,4.971027966860290873e-03,6.305054581767867428e-03
6.665185143373626442e-01,6.592945050352221753e-03,5.384684250913172876e-03,5.689785562728115129e-03,7.693395935701839369e-03,2.106875432357243564e-03,5.208179975531098890e-03
6.670279850993139359e-01,8.661449988061188307e-03,4.450679355940742078e-03,9.741262762697072697e-03,4.350618046595817155e-03,1.011408986021159438e-02,6.051585799644684620e-03
6.666593303274310767e-01,4.485548077291021465e-03,8.635894493567287597e-03,6.857366187258503998e-03,3.567412920881857588e-03,3.783777807209230334e-03,7.081330666700681037e-03
6.675379774019691848e-01,1.189902566659756418e-02,7.550344771187874476e-03,2.330392876910314034e-03,5.462170298358237988e-03,6.480515775742027966e-03,4.472658571321794577e-03
6.670180758259387499e-01,6.245449929887047710e-03,3.587156961817379412e-03,5.740896551715916549e-03,6.405711937631599663e-03,1.580193827175358076e-03,6.676689586244772753e-03
6.678514978708622873e-01,1.003831744650810279e-02,5.954057688004694461e-03,1.145869630082801439e-02,1.104749870866521613e-02,9.777472588714669621e-03,7.611737562625116998e-03
6.672374209448601601e-01,4.196092986594794801e-03,8.772910687078319669e-03,5.602762770982119139e-03,5.535856549245899219e-03,3.215819980599878176e-03,6.330759087891470183e-03
6.678704968536492981e-01,5.541593496989427950e-03,6.725639906601894522e-03,1.071095594298314326e-03,5.387068436988405595e-03,7.249266773374888305e-03,1.889541970436807959e-03
6.671004792571639808e-01,8.802414989759324571e-03,2.824887970076557595e-03,5.883351669711073262e-03,5.933196059846409035e-03,4.781112644805031973e-03,1.115627719834771242e-02
6.682951054924852752e-01,6.555394119667306424e-03,5.064532764498325818e-03,1.150697606885147870e-02,7.803366518421949415e-03,9.752140611665321979e-03,9.345860403282689466e-03
6.673800995802998681e-01,7.885024891498672653e-03,7.554293579374978668e-03,4.484057960994001016e-03,0.000000000000000000e+00,4.357100052487856111e-03,4.921183576724955967e-03
6.683831713656391837e-01,3.603473735269753335e-03,3.738701789224360868e-03,7.556379742190807080e-04,4.227459934647076131e-03,1.109317077316889508e-03,2.263337643544392937e-03
6.676579317638793309e-01,1.597531330291191223e-02,8.604527545515005399e-03,1.000039398674893235e-02,1.015201331997076482e-02,7.101372730895606951e-03,1.037351910752285812e-02
6.688978575346300470e-01,3.804564929552666040e-03,4.072189816497542685e-03,8.209870244249134127e-03,4.648566800185060383e-03,6.901697147094863240e-03,8.818582751581996448e-03
6.678819707491363555e-01,6.700233423737695856e-03,1.035146538632695547e-02,6.375611588431785715e-03,1.634210542942350240e-03,2.997890472160633958e-03,4.389510081948051756e-03
6.690152041930204074e-01,6.673560342021029809e-03,6.811843134384529264e-03,2.094134938017718287e-03,6.378070280321869456e-03,6.819442727499334424e-03,6.347895425307205353e-03
6.680192849659067900e-01,1.248605698180878069e-02,6.559566445298963683e-03,9.024516823830226048e-03,9.401665258606105302e-03,5.315319337286870081e-03,9.377376362964673709e-03
6.692396157073516871e-01,9.806678868136270433e-03,1.007989169119497420e-03,9.394289182935854077e-03,3.616661264498384747e-03,1.009673000535130441e-02,8.458570654221852364e-03
6.682243994741916548e-01,5.984977601167869657e-03,8.505360305948294480e-03,3.982186792157505796e-03,1.514181675217351293e-03,2.421960523362222395e-03,5.278662476380166155e-03
6.689229659942348416e-01,6.768331738511531269e-03,4.681647381978914363e-03,2.629235700277769532e-03,3.668815334894100916e-03,2.694502794087266090e-03,2.145767467709477731e-03
6.686385772989484888e-01,9.957031602505637263e-03,7.771925064554817929e-03,6.307289756213397235e-03,7.014573456594164029e-03,2.897754657000858446e-03,8.616075946816913883e-03
6.693444453888471868e-01,4.224405196238183342e-03,2.730489102660310381e-03,8.890555368728085897e-03,3.272444399886655694e-03,5.987585304687655444e-03,6.096885335074107154e-03
6.688605301213896848e-01,7.151515144290345946e-03,1.043334727684822917e-02,4.419684936962715860e-03,5.934388152884024960e-04,4.808530784670207378e-03,6.143525975170848093e-03
6.695143931525223691e-01,5.400181460402185551e-03,7.509515584649513291e-03,2.120882525549236224e-03,7.355437559537596204e-03,2.708211864019854226e-03,3.081038961534376345e-03
6.687464617188527694e-01,1.408949662321765800e-02,1.153826851108890814e-02,1.042239492206513060e-02,8.711592401455926435e-03,9.889007793546652006e-03,1.133084432254365982e-02
